Booking_ID,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status
4008,3,0.0,1,3,1,0,1,237,2018,10,13,1,0.0,0,0,134.73,0.0,1
4009,1,,0,1,1,0,2,147,2018,12,14,1,0.0,0,0,84.6,2.0,2
4010,1,0.0,0,1,1,0,2,8,2018,12,14,3,0.0,0,0,79.0,0.0,2
4011,2,2.0,0,1,1,0,3,1,2018,12,1,1,0.0,0,0,174.0,0.0,2
4012,2,0.0,0,1,3,0,2,0,2018,7,29,1,0.0,0,0,61.68,0.0,2
4013,1,,0,2,1,0,2,22,2018,8,31,1,0.0,0,0,97.6,0.0,2
4014,1,,0,1,1,0,2,16,2018,3,11,3,0.0,0,0,75.0,0.0,2
4015,2,1.0,1,2,3,0,2,18,2018,9,16,1,0.0,0,0,112.72,1.0,2
4016,2,0.0,1,3,3,0,2,5,2018,9,8,1,0.0,0,0,141.5,,2
4017,2,0.0,0,2,1,0,2,49,2018,3,23,1,0.0,0,0,99.0,1.0,1
4018,2,0.0,0,3,3,0,2,22,2018,3,3,1,0.0,0,0,84.33,0.0,2
4019,1,0.0,1,2,1,0,2,118,2018,6,6,2,0.0,0,0,119.0,0.0,2
4020,2,0.0,0,1,1,0,2,66,2018,4,23,1,0.0,0,0,105.3,2.0,2
4021,2,0.0,2,2,1,0,2,69,2018,4,2,1,0.0,0,0,85.85,0.0,1
4022,2,0.0,0,2,1,0,2,308,2018,11,25,1,0.0,0,0,52.0,0.0,1
4023,2,0.0,1,0,1,0,2,22,2018,11,27,1,0.0,0,0,104.0,1.0,2
4024,2,0.0,2,2,1,0,2,13,2017,11,8,1,0.0,0,0,90.95,1.0,2
4025,0,2.0,2,2,1,0,4,241,2018,10,29,1,0.0,0,0,81.76,1.0,2
4026,2,0.0,0,1,2,0,2,55,2018,4,6,2,0.0,0,0,104.0,,2
4027,2,0.0,1,1,2,0,2,247,2018,6,6,2,0.0,0,0,115.0,1.0,1
4028,2,0.0,2,6,1,0,1,214,2018,8,18,1,0.0,0,0,100.51,1.0,1
4029,2,0.0,0,3,1,0,2,160,2017,12,30,2,0.0,0,0,70.0,0.0,2
4030,2,0.0,1,4,1,0,1,40,2018,3,14,1,0.0,0,0,98.82,0.0,2
4031,1,0.0,0,1,1,0,2,0,2018,10,13,2,0.0,0,0,90.0,0.0,2
4032,2,0.0,2,1,1,0,2,92,2018,6,26,2,0.0,0,0,80.75,1.0,2
4033,1,0.0,2,0,1,1,2,6,2018,8,28,3,0.0,0,0,67.0,1.0,2
4034,1,0.0,0,1,2,0,2,72,2017,9,18,2,,0,0,84.0,0.0,2
4035,2,0.0,2,0,2,0,2,75,2018,10,30,1,0.0,0,0,105.0,,1
4036,2,0.0,0,1,1,0,2,105,2018,4,6,1,0.0,0,0,75.0,0.0,1
4037,3,0.0,0,2,1,0,1,50,2018,9,2,1,0.0,0,0,142.2,0.0,1
4038,2,0.0,0,2,2,0,2,39,2017,8,14,2,0.0,0,0,101.5,0.0,2
4039,1,0.0,0,2,1,0,2,107,2018,6,10,2,0.0,0,0,120.0,1.0,2
4040,1,0.0,0,3,1,0,2,113,2018,5,31,3,0.0,0,0,100.0,0.0,1
4041,2,0.0,2,1,2,0,2,122,2018,4,2,2,0.0,0,0,110.24,0.0,2
4042,2,0.0,1,1,3,0,2,5,2018,3,21,1,0.0,0,0,68.53,1.0,2
4043,2,0.0,2,2,1,0,2,15,2018,3,12,1,0.0,0,0,100.0,1.0,2
4044,2,1.0,2,4,1,0,2,149,2018,8,3,1,0.0,0,0,119.0,1.0,2
4045,2,0.0,0,2,1,0,2,35,2017,9,18,1,0.0,0,0,145.35,1.0,2
4046,2,0.0,0,4,3,0,2,205,2018,10,18,1,0.0,0,0,85.5,,1
4047,2,2.0,0,2,1,1,4,169,2018,8,18,1,0.0,0,0,212.86,2.0,1
4048,1,0.0,1,5,1,0,2,77,2018,2,8,1,0.0,0,0,69.84,1.0,2
4049,2,0.0,2,2,1,0,2,49,2018,3,6,1,0.0,0,0,75.95,0.0,2
4050,2,0.0,2,2,1,0,2,100,2018,4,17,2,,0,0,80.75,1.0,2
4051,2,,0,2,1,0,2,167,2018,8,5,1,0.0,0,0,105.3,2.0,1
4052,2,0.0,0,4,2,0,2,43,2018,11,1,1,0.0,0,0,124.1,3.0,2
4053,2,2.0,0,1,2,0,3,22,2018,8,5,1,0.0,0,0,297.0,1.0,2
4054,2,0.0,0,2,1,0,1,64,2018,9,16,1,0.0,0,0,149.4,1.0,2
4055,2,,2,2,1,0,2,226,2018,10,29,1,0.0,0,0,70.0,0.0,1
4056,2,0.0,0,3,1,0,2,30,2018,4,19,1,0.0,0,0,103.5,0.0,2
4057,2,0.0,1,2,1,0,2,33,2018,8,8,1,0.0,0,0,135.9,1.0,1
4058,2,0.0,2,3,3,0,2,90,2018,3,20,1,0.0,0,0,51.71,1.0,2
4059,2,0.0,2,3,1,0,1,16,2018,12,22,1,,0,0,77.53,,2
4060,2,1.0,2,4,1,0,1,143,2018,4,23,1,0.0,0,0,101.54,,1
4061,2,0.0,2,1,3,0,2,145,2018,10,8,1,0.0,0,0,108.0,,1
4062,2,0.0,1,2,3,0,2,36,2018,10,28,1,0.0,0,0,109.0,1.0,2
4063,1,0.0,1,2,1,0,2,45,2018,11,7,1,0.0,0,0,143.28,0.0,2
4064,2,0.0,0,2,1,0,2,4,2018,2,11,1,0.0,0,0,91.0,1.0,2
4065,2,0.0,0,3,1,0,2,51,2018,7,26,1,0.0,0,0,135.9,1.0,2
4066,2,2.0,0,3,1,0,3,98,2018,6,2,1,,0,0,198.9,0.0,1
4067,2,0.0,1,1,1,0,2,60,2017,10,12,2,0.0,0,0,65.0,1.0,2
4068,2,0.0,0,3,1,0,2,143,2018,8,25,2,0.0,0,0,100.0,0.0,2
4069,2,0.0,0,1,1,1,2,149,2018,6,3,1,0.0,0,0,124.2,0.0,2
4070,1,0.0,0,2,1,0,2,1,2017,9,2,3,,0,0,65.0,0.0,2
4071,2,0.0,1,2,1,0,4,75,2018,3,14,1,0.0,0,0,69.53,0.0,2
4072,1,0.0,2,4,1,0,2,245,2018,7,6,1,0.0,0,0,110.0,0.0,1
4073,2,0.0,1,2,1,0,2,21,2018,8,15,1,0.0,0,0,151.0,0.0,1
4074,2,0.0,2,2,1,0,2,51,2018,9,10,2,0.0,0,0,85.5,1.0,2
4075,2,0.0,2,2,1,0,2,2,2018,5,15,2,0.0,0,0,81.75,1.0,2
4076,2,0.0,1,1,1,0,1,14,2018,8,15,1,0.0,0,0,166.0,1.0,2
4077,1,0.0,0,1,1,0,2,0,2018,7,20,3,0.0,0,0,79.0,0.0,2
4078,2,0.0,2,1,1,0,2,11,2018,4,16,1,0.0,0,0,109.67,2.0,2
4079,1,2.0,0,1,1,0,3,0,2017,8,8,1,0.0,0,0,153.0,0.0,2
4080,2,,0,3,1,0,2,279,2018,10,12,1,0.0,0,0,110.0,,1
4081,2,,0,2,1,0,2,0,2017,8,12,1,0.0,0,0,138.0,,1
4082,2,0.0,0,4,1,1,2,1,2018,6,15,1,0.0,0,0,150.0,1.0,2
4083,2,0.0,2,1,1,1,4,8,2017,12,26,1,0.0,0,0,92.58,0.0,2
4084,2,0.0,0,3,3,0,2,34,2018,6,14,1,0.0,0,0,107.1,1.0,2
4085,2,0.0,0,2,2,0,2,74,2017,9,18,2,0.0,0,0,101.5,0.0,2
4086,1,,0,1,1,0,2,5,2017,12,29,1,0.0,0,0,111.0,0.0,2
4087,2,1.0,0,1,1,0,2,2,2018,7,1,1,0.0,0,0,167.0,1.0,2
4088,2,0.0,1,3,1,0,1,37,2018,6,20,1,0.0,0,0,113.4,0.0,1
4089,2,,2,3,1,0,2,152,2018,7,22,1,0.0,0,0,101.15,0.0,1
4090,2,0.0,2,2,1,0,2,69,2018,10,30,1,0.0,0,0,95.85,2.0,2
4091,1,,0,1,1,0,2,5,2018,2,2,1,0.0,0,0,79.0,1.0,2
4092,3,0.0,1,4,1,0,1,99,2018,9,5,1,0.0,0,0,168.3,0.0,1
4093,2,0.0,1,1,1,0,2,6,2018,4,4,1,0.0,0,0,61.0,1.0,2
4094,3,0.0,0,2,1,0,1,15,2018,4,29,1,0.0,0,0,177.0,0.0,1
4095,1,1.0,0,3,1,0,2,108,2018,5,4,1,0.0,0,0,92.4,0.0,2
4096,2,0.0,0,3,1,0,2,203,2018,8,9,1,0.0,0,0,96.3,0.0,1
4097,1,0.0,1,1,1,0,2,117,2018,2,29,2,0.0,0,0,76.0,0.0,2
4098,1,0.0,1,1,1,0,2,13,2017,10,19,3,0.0,0,0,65.0,0.0,2
4099,2,0.0,0,3,1,0,2,37,2018,10,13,2,0.0,0,0,105.0,0.0,2
4100,3,0.0,1,3,2,0,1,31,2018,7,18,1,0.0,0,0,210.6,1.0,1
4101,2,0.0,2,3,1,0,6,58,2018,4,21,1,0.0,0,0,96.08,0.0,2
4102,2,0.0,0,4,1,0,2,235,2018,11,29,1,0.0,0,0,73.95,1.0,1
4103,1,0.0,0,1,1,0,1,29,2018,10,28,1,0.0,0,0,144.0,2.0,2
4104,3,0.0,2,4,1,0,2,16,2017,9,5,2,0.0,0,0,117.6,1.0,2
4105,2,0.0,0,3,2,0,2,13,2018,4,26,2,,0,0,96.0,0.0,2
4106,2,0.0,1,3,1,0,2,285,2018,10,3,2,,0,0,100.0,0.0,1
4107,1,0.0,2,1,1,0,2,34,2018,6,19,1,0.0,0,0,81.0,0.0,1
4108,1,0.0,0,3,1,0,2,71,2018,6,14,2,0.0,0,0,120.0,0.0,2
4109,2,,2,1,1,0,1,32,2018,10,15,1,,0,0,161.33,0.0,1
4110,3,0.0,1,5,1,0,2,200,2018,9,20,1,0.0,0,0,150.45,0.0,1
4111,3,0.0,1,1,1,0,1,72,2018,8,29,1,0.0,0,0,159.3,0.0,1
4112,2,1.0,1,3,1,0,2,35,2018,9,5,1,,0,0,127.44,1.0,2
4113,2,0.0,1,1,1,0,2,152,2018,7,11,1,0.0,0,0,99.0,2.0,2
4114,2,0.0,1,1,1,1,2,17,2018,10,29,1,0.0,0,0,149.0,3.0,2
4115,1,0.0,1,3,1,0,2,152,2018,7,11,1,0.0,0,0,101.58,0.0,1
4116,2,0.0,2,2,1,0,2,133,2018,5,29,1,0.0,0,0,99.66,2.0,2
4117,1,0.0,0,2,1,0,2,13,2018,11,8,3,0.0,0,0,170.0,0.0,2
4118,2,0.0,0,3,2,0,1,44,2018,8,31,1,0.0,0,0,157.5,0.0,1
4119,2,0.0,0,2,1,0,2,14,2018,7,21,3,0.0,0,0,105.0,0.0,2
4120,2,0.0,2,1,1,0,2,99,2018,10,16,1,0.0,0,0,118.8,1.0,1
4121,2,0.0,1,0,1,0,2,106,2018,5,29,2,0.0,0,0,95.0,1.0,2
4122,1,0.0,1,0,1,0,2,263,2017,9,21,1,0.0,0,0,0.0,0.0,2
4123,1,0.0,0,2,1,0,6,7,2018,2,5,3,0.0,0,0,86.0,0.0,2
4124,2,0.0,0,3,1,0,2,24,2018,12,8,1,0.0,0,0,86.93,0.0,2
4125,1,0.0,1,0,1,0,2,1,2018,10,17,1,0.0,0,0,150.0,2.0,2
4126,2,0.0,2,1,2,0,2,110,2017,7,25,1,,0,0,94.5,0.0,1
4127,2,0.0,2,1,3,0,2,156,2018,9,25,1,0.0,0,0,116.1,,1
4128,3,0.0,1,4,1,0,1,115,2018,7,18,1,0.0,0,0,141.3,,2
4129,3,0.0,0,5,1,0,1,144,2018,10,4,1,0.0,0,0,151.2,1.0,1
4130,3,0.0,1,2,1,0,1,22,2018,7,8,1,0.0,0,0,187.0,2.0,2
4131,2,0.0,1,2,1,0,2,6,2018,10,3,1,0.0,0,0,117.04,1.0,2
4132,3,0.0,0,1,3,0,1,0,2018,5,20,1,,0,0,142.2,0.0,2
4133,2,0.0,0,2,1,0,2,177,2018,6,3,1,0.0,0,0,100.0,0.0,1
4134,2,0.0,0,2,1,0,2,35,2017,10,16,2,0.0,0,0,89.28,3.0,2
4135,2,0.0,1,3,1,0,1,79,2018,10,20,1,0.0,0,0,134.55,3.0,2
4136,2,0.0,2,1,2,0,2,103,2017,7,18,1,0.0,0,0,94.5,0.0,1
4137,2,0.0,0,3,1,0,1,30,2018,4,27,1,0.0,0,0,126.6,2.0,2
4138,2,0.0,0,5,1,0,2,67,2018,12,20,1,0.0,0,0,64.67,1.0,2
4139,1,0.0,0,1,1,0,2,4,2018,12,16,2,0.0,0,0,70.0,0.0,2
4140,2,0.0,1,3,1,0,2,22,2017,12,24,1,0.0,0,0,87.0,1.0,2
4141,3,0.0,1,0,1,0,1,92,2018,8,22,1,0.0,0,0,150.3,0.0,1
4142,3,0.0,1,2,1,1,1,131,2018,8,26,1,,0,0,137.7,2.0,2
4143,2,,0,2,1,0,1,29,2018,5,19,2,,0,0,111.5,1.0,2
4144,2,0.0,1,0,1,0,2,33,2018,2,8,1,0.0,0,0,80.3,1.0,2
4145,2,0.0,0,2,1,0,2,88,2018,10,7,3,0.0,0,0,90.0,1.0,2
4146,2,0.0,0,3,3,0,2,5,2018,10,18,1,0.0,0,0,112.0,0.0,2
4147,2,0.0,2,0,1,0,1,135,2018,7,17,1,0.0,0,0,127.8,,2
4148,2,,2,7,1,0,2,161,2018,6,28,1,0.0,0,0,66.53,1.0,2
4149,2,0.0,0,1,1,0,1,88,2018,8,19,1,0.0,0,0,131.4,2.0,2
4150,2,0.0,0,2,1,0,2,30,2018,6,2,2,0.0,0,0,140.0,0.0,2
4151,1,0.0,5,10,1,0,2,11,2018,5,9,5,0.0,0,0,95.0,0.0,1
4152,2,0.0,0,2,3,0,2,29,2018,2,19,1,0.0,0,0,75.05,0.0,1
4153,2,0.0,0,2,3,0,2,11,2018,8,16,1,,0,0,102.41,1.0,2
4154,3,0.0,0,3,1,0,1,86,2018,12,8,1,0.0,0,0,140.0,2.0,2
4155,2,2.0,0,1,1,0,3,197,2018,10,28,1,0.0,0,0,168.3,1.0,1
4156,2,0.0,2,2,1,0,2,25,2018,2,7,1,0.0,0,0,64.64,0.0,2
4157,1,0.0,0,3,1,0,1,16,2018,3,8,3,0.0,0,0,76.0,0.0,2
4158,2,1.0,0,1,1,0,2,84,2017,7,25,1,0.0,0,0,94.0,,2
4159,2,0.0,2,1,2,0,2,110,2017,7,25,1,0.0,0,0,94.5,0.0,1
4160,1,0.0,2,1,1,0,2,1,2018,2,28,1,0.0,0,0,60.0,0.0,1
4161,2,0.0,1,2,1,0,1,14,2018,6,3,1,0.0,0,0,149.33,,2
4162,2,0.0,0,4,1,0,2,0,2017,12,30,1,0.0,0,0,122.5,1.0,2
4163,2,,0,1,1,0,2,6,2018,1,16,1,,0,0,80.3,1.0,2
4164,1,0.0,2,2,1,0,2,109,2018,8,26,2,0.0,0,0,68.0,0.0,2
4165,2,0.0,0,1,1,0,1,26,2018,4,13,1,0.0,0,0,126.0,0.0,2
4166,2,1.0,0,2,1,0,1,43,2018,11,25,4,0.0,0,0,20.0,2.0,2
4167,2,0.0,0,4,2,0,2,296,2018,9,21,1,0.0,0,0,117.0,1.0,1
4168,2,2.0,1,2,1,0,3,33,2018,10,14,1,0.0,0,0,235.33,0.0,1
4169,1,0.0,1,1,1,0,2,18,2018,5,9,2,0.0,0,0,88.8,0.0,2
4170,1,0.0,0,2,3,0,2,0,2018,3,1,1,,0,0,89.0,1.0,2
4171,2,0.0,0,3,1,0,2,279,2018,10,12,1,,0,0,110.0,0.0,1
4172,2,0.0,0,3,1,1,1,67,2018,3,17,1,0.0,0,0,108.3,0.0,2
4173,3,0.0,0,3,1,0,1,76,2018,9,15,1,0.0,0,0,168.3,3.0,2
4174,3,0.0,0,4,1,0,1,21,2018,6,28,1,0.0,0,0,182.0,3.0,2
4175,2,0.0,1,2,3,0,2,13,2018,10,17,1,0.0,0,0,140.0,2.0,2
4176,1,,1,3,1,0,2,118,2018,6,6,2,0.0,0,0,110.0,0.0,2
4177,2,0.0,0,3,2,0,2,34,2017,9,23,1,0.0,0,0,224.67,0.0,1
4178,2,0.0,0,2,3,0,2,16,2018,11,17,1,0.0,0,0,89.0,1.0,2
4179,2,2.0,1,2,1,0,3,96,2018,10,28,1,,0,0,162.9,1.0,1
4180,2,0.0,2,5,1,0,2,98,2018,4,30,1,0.0,0,0,109.81,,2
4181,3,0.0,1,2,1,0,3,3,2018,9,26,1,0.0,0,0,266.67,5.0,2
4182,2,0.0,0,3,2,0,2,36,2017,10,13,2,,0,0,112.0,0.0,2
4183,2,0.0,1,2,2,0,2,418,2018,9,26,1,0.0,0,0,107.0,0.0,1
4184,2,,0,2,1,0,2,11,2017,8,18,3,0.0,0,0,75.0,0.0,1
4185,2,0.0,1,3,1,0,2,1,2018,5,26,1,0.0,0,0,136.18,,2
4186,2,0.0,0,2,1,0,1,10,2018,4,8,1,0.0,0,0,131.0,1.0,1
4187,2,0.0,2,6,1,0,2,99,2018,4,27,2,0.0,0,0,80.75,1.0,2
4188,2,0.0,1,2,3,0,2,58,2018,5,16,1,0.0,0,0,89.4,2.0,2
4189,1,0.0,0,1,1,0,2,4,2017,11,17,1,0.0,0,0,91.0,2.0,2
4190,2,0.0,1,2,1,0,1,18,2018,7,8,1,0.0,0,0,166.0,0.0,1
4191,2,0.0,0,1,1,0,2,0,2017,11,6,1,0.0,0,0,95.0,,2
4192,2,,1,1,1,0,1,196,2018,10,8,1,0.0,0,0,122.4,0.0,1
4193,1,0.0,0,1,1,0,2,4,2018,4,8,1,0.0,0,0,95.0,1.0,2
4194,2,0.0,0,4,1,0,2,210,2018,10,19,1,0.0,0,0,96.3,0.0,1
4195,2,0.0,0,2,1,0,1,7,2018,2,26,4,0.0,0,0,0.0,2.0,2
4196,2,0.0,2,3,1,0,2,40,2017,12,26,1,0.0,0,0,64.15,0.0,2
4197,2,0.0,1,4,1,0,2,8,2018,11,2,1,0.0,0,0,115.6,1.0,2
4198,2,0.0,1,3,3,0,2,107,2018,9,5,1,0.0,0,0,118.8,1.0,1
4199,2,0.0,2,1,1,0,2,67,2018,3,26,2,,0,0,76.16,1.0,2
4200,1,0.0,0,2,3,0,2,2,2018,11,25,1,0.0,0,0,104.0,1.0,2
4201,2,0.0,2,4,1,0,1,10,2017,9,5,1,0.0,0,0,110.08,,2
4202,2,,1,2,1,0,2,207,2018,12,30,2,0.0,0,0,95.0,0.0,2
4203,1,0.0,0,2,1,0,2,14,2017,10,15,2,0.0,0,0,110.0,1.0,2
4204,2,0.0,2,1,1,0,1,2,2017,9,20,2,0.0,0,0,75.0,0.0,2
4205,2,2.0,0,4,3,0,3,1,2017,8,11,1,0.0,0,0,153.0,1.0,2
4206,2,0.0,2,0,1,0,1,174,2018,6,5,1,0.0,0,0,115.2,0.0,1
4207,2,,0,3,3,0,2,44,2018,10,20,1,0.0,0,0,113.7,1.0,2
4208,2,0.0,1,1,3,0,2,52,2018,10,17,1,,0,0,108.0,,2
4209,3,0.0,0,4,1,0,1,40,2018,3,23,1,0.0,0,0,145.35,1.0,1
4210,1,0.0,1,1,2,0,2,301,2018,7,30,2,0.0,0,0,90.0,0.0,2
4211,1,0.0,0,3,1,0,2,166,2018,11,1,1,,0,0,110.0,,1
4212,2,0.0,2,3,1,0,2,44,2018,8,28,2,0.0,0,0,85.5,3.0,2
4213,3,0.0,1,3,1,0,1,118,2018,10,27,1,,0,0,96.78,1.0,2
4214,2,0.0,2,1,2,0,2,208,2018,9,3,1,,0,0,161.1,1.0,1
4215,2,0.0,0,1,3,0,2,2,2018,4,12,1,0.0,0,0,119.0,0.0,2
4216,1,0.0,1,1,3,0,2,13,2018,12,5,1,0.0,0,0,88.0,0.0,2
4217,1,0.0,0,2,1,0,2,188,2018,6,15,1,0.0,0,0,130.0,0.0,1
4218,2,0.0,0,1,3,0,2,29,2018,9,9,1,0.0,0,0,139.0,2.0,2
4219,2,0.0,1,2,1,0,2,305,2018,11,4,1,,0,0,89.0,0.0,1
4220,1,0.0,0,2,1,0,2,1,2018,4,14,5,0.0,0,0,95.0,,2
4221,2,2.0,0,1,1,0,3,207,2018,8,4,1,0.0,0,0,168.3,1.0,1
4222,2,0.0,0,4,1,0,1,39,2018,9,27,1,0.0,0,0,128.99,1.0,1
4223,2,0.0,0,3,1,0,2,3,2017,12,17,2,0.0,0,0,58.0,,2
4224,2,0.0,1,3,3,0,2,3,2017,8,10,1,0.0,0,0,81.0,1.0,2
4225,2,,2,0,3,0,2,22,2018,8,21,1,0.0,0,0,139.0,1.0,1
4226,1,0.0,0,1,1,0,2,3,2018,1,19,1,0.0,0,0,86.0,0.0,2
4227,2,0.0,1,2,1,0,2,9,2018,1,4,1,,0,0,87.0,2.0,2
4228,2,0.0,0,2,1,0,2,99,2018,4,28,1,0.0,0,0,114.3,1.0,2
4229,2,,0,1,1,0,1,22,2018,5,21,1,0.0,0,0,165.0,1.0,2
4230,2,2.0,2,2,1,0,5,0,2018,7,8,1,0.0,0,0,265.0,0.0,1
4231,2,0.0,0,1,1,0,1,15,2018,9,28,1,0.0,0,0,164.0,0.0,2
4232,1,0.0,0,2,1,0,2,164,2017,10,2,2,0.0,0,0,100.0,0.0,2
4233,2,,0,2,1,0,1,40,2018,9,27,1,0.0,0,0,149.4,1.0,1
4234,2,0.0,2,2,1,0,2,179,2018,7,17,1,0.0,0,0,90.95,1.0,2
4235,2,0.0,0,3,1,0,2,111,2018,7,13,2,,0,0,72.25,,2
4236,2,0.0,0,1,1,0,2,26,2018,6,8,2,0.0,0,0,120.0,0.0,2
4237,2,0.0,0,2,2,0,2,257,2017,7,1,1,0.0,0,0,101.5,0.0,1
4238,2,0.0,1,0,1,0,2,122,2017,7,13,1,0.0,0,0,76.5,2.0,1
4239,2,0.0,2,5,2,0,1,121,2018,8,9,1,0.0,0,0,162.0,0.0,1
4240,2,,1,2,3,0,2,37,2018,2,22,1,0.0,0,0,69.9,0.0,1
4241,2,0.0,0,4,1,0,1,51,2017,11,11,2,0.0,0,0,69.0,1.0,2
4242,2,0.0,2,5,1,0,4,127,2018,3,19,1,0.0,0,0,94.7,1.0,1
4243,2,0.0,0,3,1,0,2,15,2018,4,27,1,0.0,0,0,103.44,0.0,1
4244,2,0.0,2,2,1,0,2,87,2018,6,11,2,0.0,0,0,95.0,0.0,2
4245,1,0.0,0,1,1,1,2,2,2018,5,4,3,1.0,0,3,67.0,1.0,2
4246,1,0.0,0,1,1,0,2,0,2018,3,9,3,1.0,2,24,65.0,1.0,2
4247,1,0.0,0,3,1,0,2,166,2018,11,1,1,0.0,0,0,110.0,0.0,1
4248,2,0.0,0,4,1,0,2,2,2018,8,3,2,0.0,0,0,109.0,0.0,2
4249,2,0.0,0,2,1,0,2,5,2018,5,24,3,0.0,0,0,110.0,1.0,2
4250,1,0.0,0,1,1,0,2,16,2018,4,20,3,1.0,0,2,95.0,0.0,2
4251,1,0.0,0,1,1,0,2,5,2018,2,3,3,1.0,0,4,66.0,0.0,2
4252,2,0.0,1,2,1,0,2,72,2018,12,23,1,0.0,0,0,93.6,1.0,2
4253,2,0.0,2,6,1,0,2,125,2018,8,3,1,0.0,0,0,110.93,,2
4254,2,1.0,2,3,1,0,2,208,2018,10,22,1,0.0,0,0,112.5,0.0,1
4255,2,,0,2,2,0,2,0,2017,8,14,2,0.0,0,0,109.0,0.0,2
4256,3,0.0,1,0,1,0,1,14,2018,5,29,1,0.0,0,0,147.0,1.0,2
4257,1,0.0,0,3,1,0,2,71,2018,6,14,2,0.0,0,0,120.0,0.0,2
4258,2,0.0,4,10,1,0,1,147,2018,8,3,1,0.0,0,0,118.88,1.0,1
4259,2,0.0,1,3,1,0,2,152,2018,5,2,1,,0,0,76.58,1.0,1
4260,2,0.0,2,4,1,0,2,149,2018,7,10,1,0.0,0,0,72.25,0.0,1
4261,2,0.0,0,1,1,0,2,5,2018,8,20,1,0.0,0,0,130.0,1.0,2
4262,1,0.0,0,1,1,0,2,1,2018,1,26,3,1.0,0,8,66.0,0.0,2
4263,2,0.0,2,3,2,0,2,164,2018,8,19,1,0.0,0,0,133.45,0.0,1
4264,2,0.0,0,1,1,0,2,45,2018,7,5,2,0.0,0,0,76.5,0.0,2
4265,2,0.0,1,0,1,0,2,286,2018,10,16,1,0.0,0,0,90.0,0.0,1
4266,1,0.0,0,1,1,0,2,28,2017,10,29,2,0.0,0,0,130.0,0.0,2
4267,2,0.0,2,2,1,0,2,54,2018,10,16,2,0.0,0,0,81.0,0.0,2
4268,2,0.0,2,5,3,0,2,164,2018,7,29,1,0.0,0,0,89.25,1.0,1
4269,2,0.0,0,5,2,0,2,230,2018,9,6,1,0.0,0,0,137.0,0.0,1
4270,2,0.0,2,2,1,0,1,1,2018,4,16,1,0.0,0,0,116.0,,2
4271,2,0.0,1,1,3,0,2,14,2018,1,23,1,0.0,0,0,69.5,1.0,2
4272,1,0.0,1,2,1,0,2,25,2017,9,18,1,0.0,0,0,114.0,2.0,2
4273,2,0.0,0,3,1,0,2,2,2018,3,2,1,0.0,0,0,101.0,1.0,2
4274,2,0.0,0,3,1,0,2,69,2018,5,17,1,0.0,0,0,126.9,2.0,2
4275,3,0.0,0,1,1,0,1,2,2018,5,27,1,0.0,0,0,197.0,1.0,2
4276,2,0.0,1,2,1,0,2,142,2018,5,9,1,0.0,0,0,125.33,1.0,2
4277,2,0.0,0,3,1,1,1,34,2018,10,4,1,0.0,0,0,160.2,1.0,2
4278,2,1.0,0,2,1,0,2,7,2018,11,10,4,0.0,0,0,0.0,,2
4279,2,0.0,2,2,1,0,2,144,2018,7,3,2,0.0,0,0,112.0,0.0,2
4280,1,0.0,0,1,1,0,6,16,2018,2,6,3,0.0,0,0,86.0,0.0,2
4281,2,0.0,0,3,1,0,2,304,2018,11,3,1,0.0,0,0,89.0,0.0,1
4282,1,,2,4,1,0,2,245,2018,7,6,1,0.0,0,0,110.0,0.0,1
4283,2,,0,4,1,0,2,6,2017,8,19,1,0.0,0,0,106.0,2.0,2
4284,0,,0,3,1,0,4,56,2018,12,7,1,0.0,0,0,82.44,1.0,2
4285,2,0.0,1,2,1,0,2,25,2018,7,8,2,0.0,0,0,85.0,0.0,2
4286,1,0.0,1,2,1,0,2,58,2018,11,18,1,0.0,0,0,86.4,3.0,2
4287,2,0.0,1,1,1,0,2,80,2018,12,5,2,0.0,0,0,75.0,1.0,2
4288,2,0.0,0,2,2,0,2,256,2018,6,15,1,0.0,0,0,112.0,1.0,1
4289,2,0.0,0,2,2,0,2,28,2017,11,19,2,0.0,0,0,99.0,1.0,2
4290,2,0.0,0,4,1,0,1,62,2017,11,25,2,,0,0,60.0,0.0,2
4291,3,0.0,1,0,1,0,6,0,2018,8,8,3,0.0,0,0,188.0,0.0,2
4292,2,2.0,2,5,2,0,3,148,2018,7,11,1,0.0,0,0,217.11,0.0,1
4293,2,0.0,0,2,1,0,2,177,2018,6,3,1,0.0,0,0,100.0,0.0,1
4294,2,0.0,0,2,1,0,2,80,2018,4,8,1,0.0,0,0,96.3,1.0,2
4295,2,0.0,0,2,3,0,2,36,2018,10,20,1,0.0,0,0,119.5,2.0,2
4296,2,0.0,2,5,1,0,2,90,2018,6,14,1,0.0,0,0,130.78,2.0,1
4297,1,0.0,0,1,1,0,2,1,2017,10,1,2,0.0,0,0,96.0,0.0,2
4298,2,0.0,0,3,1,0,2,274,2018,8,9,1,0.0,0,0,107.0,,1
4299,2,0.0,2,6,1,0,2,205,2018,9,27,1,0.0,0,0,111.35,,1
4300,2,0.0,0,1,1,0,1,4,2018,5,27,1,0.0,0,0,176.0,1.0,2
